Name,Country,Province,Population,Longitude,Latitude
Jaen,E,Andalusia,112772.0,,
Jaipur,IND,Rajasthan,1458183.0,75.5,27.0
Jakarta,RI,Indonesia,8259266.0,106.5,-6.1
Jalandhar,IND,Punjab,509510.0,,
Jalapa,MEX,Veracruz,161400.0,-97.0,19.3
Jamalpur,BD,Bangladesh,111000.0,,
Jambi,RI,Indonesia,339944.0,,
Jamestown,HELX,Saint Helena,,-5.44,-15.56
Jammu,IND,Jammu and Kashmir,,74.3,32.2
Jamnagar,IND,Gujarat,350544.0,,
Jamshedpur,IND,Bihar,478950.0,,
Jastrzebie Zdroj,PL,Katowickie,103000.0,,
Jau,BR,Sao Paulo,103605.0,,
Jeddah,SA,Saudi Arabia,,,
Jefferson City,USA,Missouri,33619.0,-92.1833,38.5667
Jelenia Gora,PL,Jeleniogorskie,,,
Jena,D,Thuringen,102204.0,,
Jequie,BR,Bahia,165361.0,,
Jerez de la Frontera,E,Andalusia,190390.0,,
Jersey City,USA,New Jersey,228517.0,,
Jerusalem,IL,Central,468900.0,35.2167,31.7833
Jessore,BD,Bangladesh,154000.0,,
Jhang,PK,Pakistan,195558.0,,
Jhansi,IND,Uttar Pradesh,313491.0,,
Jhelum,PK,Pakistan,106462.0,,
Jiamusi,TJ,Heilongjiang,493409.0,,
Jiangmen,TJ,Guangdong,230587.0,,
Jiangyin,TJ,Jiangsu,213659.0,,
Jiangyou,TJ,Sichuan,175753.0,,
Jiaonan,TJ,Shandong,121397.0,,
Jiaoxian,TJ,Shandong,153364.0,,
Jiaozuo,TJ,Henan,409100.0,,
Jiaxing,TJ,Zhejiang,211526.0,,
Jilin,TJ,Jilin,1270000.0,,
Jima,ETH,Ethiopia,119717.0,,
Jinan,TJ,Shandong,2320000.0,117.0,36.5
Jincheng,TJ,Shanxi,136396.0,,
Jingdezhen,TJ,Jiangxi,281183.0,,
Jinhua,TJ,Zhejiang,144280.0,,
Jining,TJ,Nei Monggol,163552.0,,
Jining,TJ,Shandong,265248.0,,
Jinxi,TJ,Liaoning,357052.0,,
Jinzhou,TJ,Liaoning,569518.0,,
Jiujiang,TJ,Jiangxi,291187.0,,
Jiutai,TJ,Jilin,180130.0,,
Jixi,TJ,Heilongjiang,683885.0,,
Jizzakh,UZB,Jizzakh,116000.0,,
Joao Pessoa,BR,Paraiba,549270.0,-35.0,-7.1
Jodhpur,IND,Rajasthan,666279.0,,
Joensuu,SF,Pohjols-Karjala,44000.0,29.5,62.4
Johannesburg,RSA,Gauteng,713000.0,28.05,-26.1833
Johor Baharu,MAL,Johor,328646.0,,
Joinvile,BR,Santa Catarina,397987.0,,
Jokkmokk,S,Norrbotten,6822.0,19.5,66.1
Jonkoping,S,Jonkoping,115429.0,14.0,57.4
Jos,WAN,Nigeria,182000.0,,
Juazeiro,BR,Bahia,171904.0,,
Juazeiro do Norte,BR,Ceara,186490.0,,
Juba,SUD,al Istiwaiyah,114980.0,,
Juiz de Fora,BR,Minas Gerais,423913.0,,
Juliaca,PE,Puno,142576.0,,
Jundiai,BR,Sao Paulo,293237.0,,
Juneau,USA,Alaska,19528.0,-134.583,58.3667
Jutigalpa,HCA,Olancho,22500.0,,
Jyvaeskylae,SF,Suomi,65511.0,25.2,62.1
Kabul,AFG,Afghanistan,892000.0,69.2,34.5833
Kabwe,Z,Central,166519.0,,
Kaduna,WAN,Nigeria,302000.0,,
Kaesong,NOK,North Korea,120000.0,,
Kafr el Dauwar,ET,El Buhayra,161000.0,,
Kafr el Sheikh,ET,Kafr el Sheikh,,,
Kagoshima,J,Kagoshima,,,
Kaifeng,TJ,Henan,507763.0,,
Kaili,TJ,Guizhou,113958.0,,
Kaiserslautern,D,Rheinland Pfalz,101910.0,,
Kakamega,EAK,Western,47300.0,,
Kalemie,ZRE,Shaba/Katanga,101309.0,29.2,-5.9
Kaliningrad,R,Kaliningradskaya oblast,419000.0,20.5,54.7167
Kalisz,PL,Kaliskie,106000.0,,
Kalmar,S,Kalmar,54554.0,16.3,56.4
Kalookan,RP,Philippines,1023000.0,,
Kaluga,R,Kaluzhskaya oblast,347000.0,,
Kalyan,IND,Maharashtra,1014557.0,,
Kamensk Uralskiy,R,Sverdlovskaya oblast,197000.0,,
Kampala,EAU,Uganda,,32.3,0.2
Kamyshin,R,Volgogradskaya oblast,128000.0,,
Kananga,ZRE,Kasai Occidental,393030.0,,
Kanazawa,J,Ishikawa,,,
Kangar,MAL,Perlis,,,
Kanggye,NOK,North Korea,211000.0,,
Kano,WAN,Nigeria,595000.0,,
Kanpur,IND,Uttar Pradesh,1879420.0,,
Kansas City,USA,Kansas,151521.0,,
Kansas City,USA,Missouri,434829.0,-94.5833,39.1167
Kansk,R,Krasnoyarskiy kray,109000.0,,
Kaohsiung,RC,Taiwan,1426518.0,,
Kaolack,SN,Kaolack,132000.0,,
Kaposvar,H,Somogy,,,
Karabuk,TR,Zonguldak,113900.0,,
Karachi,PK,Pakistan,9863000.0,66.98,24.8
Karaganda,KAZ,Qaraghandy,573700.0,,
Karaj,IR,Tehran,588287.0,,
Karaman,TR,Karaman,,,
Karaman Maras,TR,Karamanmaras,242200.0,,
Karamay,TJ,Xinjiang Uygur,197602.0,,
Karbala,IRQ,Karbala,296705.0,,
Karlskrona,S,Blekinge,59007.0,15.3,56.1
Karlsruhe,D,Baden Wurttemberg,277011.0,,
Karlstad,S,Varmland,74669.0,13.5,59.4
Kars,TR,Kars,,,
Kasama,Z,Northern,,,
Kashan,IR,Tehran,155188.0,,
Kashi,TJ,Xinjiang Uygur,174570.0,,
Kassala,SUD,ash Sharqiyah,234270.0,,
Kassel,D,Hessen,201789.0,,
Kastamonu,TR,Kastamonu,,,
Kasur,PK,Pakistan,155523.0,,
Kathmandu,NEP,Nepal,393494.0,85.25,27.45
Katowice,PL,Katowickie,367000.0,,
Katsina,WAN,Nigeria,182000.0,,
Kavalla,GR,Anatoliki Makedhonia kai Thraki,56705.0,,
Kavaratti,IND,Lakshadweep Is.,,72.6,10.6
Kawasaki,J,Kanagawa,1187000.0,,
Kayseri,TR,Kayseri,454000.0,,
Kazan,R,Rep. of Tatarstan,1085000.0,,
Kecskemet,H,Bacs Kiskun,105000.0,,
Kediri,RI,Indonesia,249807.0,,
Keflavik,IS,Iceland,6600.0,-22.5,64.0
Kelang,MAL,Selangor,243698.0,,
Kemerovo,R,Kemerovskaya oblast,503000.0,,
Kenitra,MA,Morocco,448785.0,,
Kericho,EAK,Rift Valley,40000.0,,
Kerman,IR,Kerman,349626.0,,
Khabarovsk,R,Khabarovskiy kray,618000.0,,
Kharkiv,UA,Kharkivska,1618000.0,36.2333,50.0
Khartoum,SUD,al Khartum,924505.0,32.55,15.6167
Khartoum North,SUD,al Khartum,879105.0,,
Kherson,UA,Khersonska,361000.0,,
Khimki,R,Moskovskaya oblast,134000.0,,
Khmelnytskyy,UA,Khmelnytska,241000.0,,
Khomeynishahr,IR,Esfahan,118348.0,,
Khon Kaen,THA,Thailand,206000.0,,
Khorramabad,IR,Lorestan,277370.0,,
Khorramshahr,IR,Khuzestan,197241.0,,
Khorugh,TAD,Badakhshoni Kuni,,,
Khouribga,MA,Morocco,294680.0,,
Khujand,TAD,Khujand,164500.0,,
Khulna,BD,Bangladesh,731000.0,,
Khvoy,IR,Azarbayian e Gharbt,137885.0,,
Kiel,D,Schleswig Holstein,246586.0,10.7,54.2
Kielce,PL,Kieleckie,213000.0,,
Kiev,UA,Kyyivska,2616000.0,30.5,50.45
Kigali,RWA,Rwanda,,29.6,-1.6
Kigoma Ujiji,EAT,Kigoma,,,
Kikwit,ZRE,Bandundu,182142.0,,
Kimberley,RSA,Northern Cape,,,
Kineshma,R,Ivanovskaya oblast,103000.0,,
Kings Lynn,GB,Norfolk,131600.0,,
Kingston,GB,Surrey,,,
Kingston,JA,Jamaica,101000.0,-76.5,18.0
Kingston,NORF,Norfolk Island,,168.0,-29.0
Kingston upon Hull,GB,Humberside,269100.0,,
Kingstown,WV,Saint Vincent and the Grenadines,33694.0,-61.1,13.1
Kinshasa,ZRE,Kinshasa,4655313.0,15.2,-4.3
Kirikkale,TR,Kirikkale,170300.0,,
Kirklareli,TR,Kirklareli,,,
Kirklees,GB,West Yorkshire,386900.0,,
Kirkuk,IRQ,Ad Tamim,418624.0,,
Kirkwall,GB,Orkneys,6330.0,-3.0,59.0
Kirov,R,Kirovskaya oblast,464000.0,,
Kirovohrad,UA,Kirovohradska,274000.0,,
Kirsehir,TR,Kirsehir,,,
Kisangani,ZRE,Haut Zaire,417517.0,25.2,0.5
Kiselyovsk,R,Kemerovskaya oblast,116000.0,,
Kisii,EAK,Nyanza,44000.0,,
Kislovodsk,R,Stavropolsky kray,120000.0,,
Kisumu,EAK,Nyanza,185100.0,,
Kita Kyushu,J,Fukuoka,1012000.0,,
Kitale,EAK,Rift Valley,53000.0,,
Kitchener,CDN,Ontario,168282.0,-80.5,43.4333
Kitwe,Z,Copperbelt,338207.0,,
Klagenfurt,A,Carinthia,87321.0,14.21,46.38
Knowsley,GB,Merseyside,155300.0,,
Knoxville,USA,Tennessee,169761.0,-83.9833,35.8167
Koani,EAT,Kusini Ujunga,,,
Kobe,J,Hyogo,1388000.0,,
Koblenz,D,Rheinland Pfalz,109550.0,,
Kocaeli,TR,Kocaeli,256882.0,,
Kochi,J,Kochi,,,
Kofu,J,Yamanashi,,,
Kohima,IND,Nagaland,,94.1,25.5
Kokchetau,KAZ,Kokchetau,141400.0,,
Kolda,SN,Kolda,,,
Kolhapur,IND,Maharashtra,406370.0,,
Koln,D,Nordrhein Westfalen,963817.0,,
Kolomna,R,Moskovskaya oblast,154000.0,,
Kolonia,FSM,Micronesia,5500.0,158.2,7.0
Kolpino,R,Leningradskaya oblast,143000.0,,
Kolwezi,ZRE,Shaba/Katanga,417810.0,,
Komotini,GR,Anatoliki Makedhonia kai Thraki,,,
Komsomolsk na Amure,R,Khabarovskiy kray,309000.0,,
Konin,PL,Koninskie,,,
Konya,TR,Konya,576000.0,,
Korce,AL,Albania,52000.0,20.5,40.4
Korfu,GR,Ionioi Nisoi,,,
Korla,TJ,Xinjiang Uygur,159344.0,,
Koror,PAL,Palau,7685.0,134.5,7.3
Kostroma,R,Kostromskaya oblast,285000.0,,
Koszalin,PL,Koszalinskie,108000.0,,
Kota,IND,Rajasthan,537371.0,,
Kota Baharu,MAL,Kelantan,219713.0,,
Kota Kinabalu,MAL,Sabah,208484.0,,
Kotka,SF,Kymi,58345.0,26.5,60.3
Kovrov,R,Vladimirskaya oblast,162000.0,,
Kozani,GR,Dhytiki Makedhonia,,,
Kozhikode,IND,Kerala,456618.0,,
Krakow,PL,Krakowskie,748000.0,19.95,50.0667
Krasnodar,R,Krasnodarsky kray,646000.0,,
Krasnoyarsk,R,Krasnoyarskiy kray,869000.0,92.95,56.0167
Krefeld,D,Nordrhein Westfalen,249662.0,,
Kremenchuk,UA,Poltavska,238000.0,,
Kristiansand,N,Vest Agder,62640.0,8.0,58.1
Kristianstad,S,Kristianstad,69941.0,14.0,56.0
Krosno,PL,Krosnienskie,,,
Kryvyy Rih,UA,Dnipropetrovska,717000.0,,
Kuala Lumpur,MAL,Fed. Terr. of Kuala Lumpur,1145075.0,101.7,3.11667
Kuala Terengganu,MAL,Terengganu,228654.0,,
Kuantan,MAL,Pahang,198356.0,,
Kuching,MAL,Sarawak,147729.0,,
Kulob,TAD,Kulob,79300.0,,
Kumamoto,J,Kumamoto,,,
Kumasi,GH,Ghana,376249.0,,
Kumo,WAN,Nigeria,131000.0,,
Kunming,TJ,Yunnan,1520000.0,102.4,25.5
Kunsan,ROK,South Korea,266517.0,,
Kunshan,TJ,Jiangsu,102052.0,,
Kuopio,SF,Kuopio,78571.0,27.4,62.5
Kurgan,R,Kurganskaya oblast,363000.0,,
Kursk,R,Kurskaya oblast,442000.0,,
Kusong,NOK,North Korea,177000.0,,
Kutahya,TR,Kutahya,140700.0,,
Kuwait,KWT,Kuwait,167768.0,47.3,29.3
Kuznetsk,R,Penzenskaya oblast,100000.0,,
Kwangju,ROK,South Korea,1257504.0,,
Kyoto,J,Kyoto,1415000.0,135.45,35.0
Kyzyl,R,Rep. of Tyva,,,
La Ascuncion,YV,Nueva Esparta,,,
La Ceiba,HCA,Atlantida,77100.0,,
La Coruna,E,Galicia,255087.0,,
La Esperanza,HCA,Intibuca,,,
La Laguna,E,Canary Islands,125183.0,,
La Matanza,RA,Buenos Aires,1111811.0,,
La Palma,PA,Darien,,,
La Paz,BOL,Bolivia,953400.0,-68.15,-16.5
La Paz,HCA,La Paz,,,
La Paz,MEX,Baja California Sur,137641.0,-100.5,24.1
La Plata,RA,Buenos Aires,642979.0,-58.0,-35.0
La Rioja,RA,La Rioja,103727.0,-67.0,-29.3
La Spezia,I,Liguria,103008.0,,
Labuan,MAL,Fed. Terr. of Labuan,,,
Lafayette,USA,Louisiana,101852.0,-92.0,30.2
Lafia,WAN,Nigeria,108000.0,,
Lages,BR,Santa Catarina,140005.0,,
Lagos,WAN,Nigeria,5686000.0,3.4,6.45
Lahore,PK,Pakistan,5085000.0,74.33,31.58
Lahore Cantonment,PK,Pakistan,237000.0,,
Lahti,SF,Haeme,94234.0,25.2,60.5
Laiwu,TJ,Shandong,246833.0,,
Laiyang,TJ,Shandong,137080.0,,
Lakewood,USA,Colorado,126475.0,,
Lamia,GR,Sterea Ellas,,,
Lancaster,GB,Lancashire,133600.0,,
Lancaster,USA,California,97300.0,,
Lansing,USA,Michigan,127321.0,-84.6,42.7833
Lanus,RA,Buenos Aires,466755.0,,
Lanzhou,TJ,Gansu,1510000.0,104.0,36.0
Laohekou,TJ,Hubei,123366.0,,
Lappeenrenta,SF,Kymi,53922.0,26.5,60.5
LAquila,I,Abruzzo,,13.2,42.24
Laredo,USA,Texas,122899.0,-99.45,27.5333
Larisa,GR,Thessalia,102426.0,,
Larkana,PK,Pakistan,123890.0,,
Las Palmas de Gran Canaria,E,Canary Islands,371787.0,,
Las Tablas,PA,Los Santos,21100.0,,
Las Vegas,USA,Nevada,258204.0,-115.2,36.2
Latina,I,Lazio,103630.0,,
Lausanne,CH,VD,123149.0,,
Laval,CDN,Quebec,314398.0,,
Le Havre,F,Haute Normandie,195854.0,,
Le Mans,F,Pays de la Loire,145502.0,,
Lecce,I,Puglia,102344.0,,
Leeds,GB,West Yorkshire,724400.0,,
Leeuwarden,NL,Friesland,,,
Leganes,E,Madrid,178162.0,,
Legnica,PL,Legnickie,104000.0,,
Leichester,GB,Leicestershire,293400.0,,
Leiden,NL,Zuid Holland,194935.0,,
Leipzig,D,Sachsen,481121.0,,
Leiria,P,Leiria,,,
Leiyang,TJ,Hunan,130115.0,,
Lelystad,NL,Flevoland,,,
Lengshuijiang,TJ,Hunan,137994.0,,
Leninsk,KAZ,Leninsk (munic.),,,
Leninsk Kuznetskiy,R,Kemerovskaya oblast,121000.0,,
Leon,E,Castile and Leon,147311.0,,
Leon,MEX,Guanajuato,758279.0,,
Leon,NIC,Nicaragua,171375.0,,
Lerwick,GB,Shetland,6570.0,-1.15,60.15
Leshan,TJ,Sichuan,341128.0,,
Leszno,PL,Leszczynskie,,,
Leticia,CO,Amazonas,,,
Leverkusen,D,Nordrhein Westfalen,161832.0,,
Lewes,GB,East Sussex,,,
Lexington Fayette,USA,Kentucky,225366.0,,
Lhasa,TJ,Tibet,106885.0,91.0,29.5
Liancheng,TJ,Shandong,156307.0,,
Lianyungang,TJ,Jiangsu,354139.0,,
Liaocheng,TJ,Shandong,207844.0,,
Liaoyang,TJ,Liaoning,492559.0,,
Liaoyuan,TJ,Jilin,354141.0,,
Liberec,CZ,Severocesky,160000.0,,
Liberia,CR,Guanacaste,36400.0,,
Libreville,G,Gabon,,9.3,0.3
Lichinga,MOC,Niassa,,,
Liege,B,Liege,192393.0,5.6,50.5
Liestal,CH,BL,,,
Likasi,ZRE,Shaba/Katanga,299118.0,,
Liling,TJ,Hunan,108504.0,,
Lille,F,Nord Pas de Calais,172142.0,3.3,50.37
Lillehammer,N,Oppland,22118.0,10.3,61.1
Lilongwe,MW,Malawi,,34.0,-14.0
Lima,PE,Lima,6321173.0,-77.05,-12.0833
Limeira,BR,Sao Paulo,230292.0,,
Limoges,F,Limousin,133464.0,1.2,45.5
Limon,CR,Limon,67800.0,-83.0,10.0
Lincoln,GB,Lincolnshire,,,
Lincoln,USA,Nebraska,191972.0,-96.4,40.5
Lindi,EAT,Lindi,,,
Linfen,TJ,Shanxi,187309.0,,
Linhares,BR,Espirito Santo,103030.0,,
Linhe,TJ,Nei Monggol,133183.0,,
Linkoping,S,Ostergotland,131370.0,15.3,58.3
Linqing,TJ,Shandong,123958.0,,
Linyi,TJ,Shandong,324720.0,,
Linz,A,Upper Austria,203000.0,14.18,48.18
Lipetsk,R,Lipetskaya oblast,474000.0,,
Lisbon,P,Lisbon,807937.0,-9.13333,38.7167
Little Rock,USA,Arkansas,175727.0,-92.3,34.4
Liupanshui,TJ,Guizhou,363954.0,,
Liuzhou,TJ,Guangxi Zhuangzu,609320.0,,
Liverpool,GB,Merseyside,474000.0,,
Livingstone,Z,Southern,,,
Livonia,USA,Michigan,100850.0,,
Livorno,I,Toscana,171265.0,,
Liyang,TJ,Jiangsu,109520.0,,
Ljubljana,SLO,Slovenia,,14.5,46.05
Llandrindod Wells,GB,Powys,,,
Llangefni,GB,Anglesey,,,
Lleida,E,Catalonia,114234.0,,
Lodz,PL,Lodzkie,852000.0,,
Logrono,E,Rioja,124823.0,,
Loikaw,MYA,Kayah,,,
Lomas de Zamoras,RA,Buenos Aires,572769.0,,
Lome,RT,Togo,,1.1,6.1
Lomza,PL,Lomzynskie,,,
London,CDN,Ontario,303165.0,-81.15,43.0333
London,GB,Greater London,6967500.0,0.0,51.4833
Londrina,BR,Parana,412894.0,,
Long Beach,USA,California,429321.0,-118.15,33.8167
Long Xuyen,VN,Vietnam,214037.0,,
Longjing,TJ,Jilin,139417.0,,
Longkou,TJ,Shandong,148362.0,,
Longueuil,CDN,Quebec,129874.0,,
Longyan,TJ,Fujian,134481.0,,
Longyearbyen,SVAX,Svalbard,,15.33,78.13
Los Angeles,USA,California,3485557.0,-118.0,34.0
Los Mochis,MEX,Sinaloa,162659.0,,
Los Teques,YV,Miranda,140617.0,,
Loudi,TJ,Hunan,128418.0,,
Louga,SN,Louga,,,
Louisville,USA,Kentucky,269555.0,-85.7333,38.1833
Lowell,USA,Massachusetts,103439.0,-71.3167,42.65
Luan,TJ,Anhui,144248.0,,
Luanda,ANG,Luanda,,13.2,-8.6
Luanshya,Z,Copperbelt,146275.0,,
Lubango,ANG,Huila,,,
Lubbock,USA,Texas,186206.0,-101.817,33.65
Lubeck,D,Schleswig Holstein,216854.0,,
Lublin,PL,Lubelskie,350000.0,,
Lubumbashi,ZRE,Shaba/Katanga,851381.0,,
Lucapa,ANG,Lunda Norte,,,
Lucknow,IND,Uttar Pradesh,1619115.0,81.0,27.0
Ludhiana,IND,Punjab,1042740.0,,
Ludwigshafen,D,Rheinland Pfalz,167883.0,,
Luena,ANG,Moxico,,,
Luhansk,UA,Luhanska,501000.0,,
Lulea,S,Norrbotten,66526.0,22.1,65.4
Luohe,TJ,Henan,126438.0,,
Luoyang,TJ,Henan,1190000.0,,
Lusaka,Z,Lusaka,982362.0,28.2,-15.3
Luton,GB,Bedfordshire,178600.0,,
Lutsk,UA,Volynska,204000.0,,
Luxembourg,L,Luxembourg,76600.0,6.08,49.4
Luzern,CH,LU,59811.0,,
Luzhou,TJ,Sichuan,262892.0,,
Luziania,BR,Goias,104840.0,,
Lviv,UA,Lvivska,798000.0,,
Lyallpur,PK,Pakistan,1875000.0,,
Lyon,F,Rhone Alpes,415487.0,4.78333,45.7
Lyubertsy,R,Moskovskaya oblast,166000.0,,
Maanshan,TJ,Anhui,305421.0,,
Maastricht,NL,Limburg,164701.0,,
Macae,BR,Rio de Janeiro,112966.0,,
Macapa,BR,Amapa,214197.0,-52.0,0.5
Macau,MACX,Macau,,113.55,22.2
Macclesfield,GB,Cheshire,151400.0,,
Maceio,BR,Alagoas,723156.0,-35.5,-9.3
Machakos,EAK,Eastern,116100.0,,
Macon,USA,Georgia,107365.0,-83.65,32.7
Madison,USA,Wisconsin,190766.0,-89.2,43.0
Madiun,RI,Indonesia,170242.0,,
Madras,IND,Tamil Nadu,3841396.0,80.25,13.0667
Madrid,E,Madrid,3041101.0,-3.68333,40.4167
Madurai,IND,Tamil Nadu,940989.0,,
Maebashi,J,Gumma,,,
Magadan,R,Magadanskaya oblast,128000.0,,
Magdeburg,D,Sachsen Anhalt,265379.0,11.6,52.1
Mage,BR,Rio de Janeiro,180550.0,,
Magelang,RI,Indonesia,123213.0,,
Magnitogorsk,R,Chelyabinskaya oblast,427000.0,,
Magway,MYA,Magway,,,
Maidstone,GB,Kent,138500.0,,
Maiduguri,WAN,Nigeria,282000.0,,
Mainz,D,Rheinland Pfalz,184627.0,8.1,50.0
Majunga,RM,Mahajanga,200000.0,,
Majuro,MH,Marshall Islands,7600.0,171.3,7.1
Makati,RP,Philippines,484000.0,,
Makhachkala,R,Rep. of Dagestan,339000.0,,
Makiyivka,UA,Donetska,427000.0,,
Makurdi,WAN,Nigeria,109000.0,,
Malabo,GQ,Equatorial Guinea,33000.0,9.0,4.0
Malaga,E,Andalusia,531443.0,,
Malakal,SUD,Aali an Nil,,,
Malambo,CO,Atlantico,112289.0,,
Malang,RI,Indonesia,695618.0,,
Malanje,ANG,Malanje,,,
Malatya,TR,Malatya,319700.0,,
Malayer,IR,Hamadan,130458.0,,
Male,MV,Maldives,46334.0,72.0,2.0
Malindi,EAK,Coast,35200.0,,
Malmo,S,Malmohus,245699.0,13.0,55.3
Mamoutzou,MAYO,Mayotte,,45.13,-12.46
Manado,RI,Indonesia,320990.0,,
Managua,NIC,Nicaragua,1195000.0,-86.25,12.1667
Manama,BRN,Bahrain,145000.0,50.5,26.0
Manaus,BR,Amazonas,1158265.0,-60.0,-3.1
Manchester,GB,Greater Manchester,431100.0,,
Manchester,USA,New Hampshire,99332.0,,
Mandalay,MYA,Mandalay,532900.0,96.1,21.9833
Mangangue,CO,Bolivar,104496.0,,
Manila,RP,Philippines,1655000.0,120.983,14.5833
Manisa,TR,Manisa,187500.0,,
Manizales,CO,Caldas,335125.0,,
Mannheim,D,Baden Wurttemberg,316223.0,8.46667,49.5667
Mansa,Z,Luapula,,,
Mansfield,GB,Nottinghamshire,102100.0,,
Manzanillo,C,Granma,107650.0,,
Manzhouli,TJ,Nei Monggol,120023.0,,
Maoming,TJ,Guangdong,178683.0,,
Maputo,MOC,Maputo (munic.),931591.0,33.0,-26.0
Mar del Plata,RA,Buenos Aires,512880.0,,
Maraba,BR,Para,147030.0,,
Maracaibo,YV,Zulia,1249670.0,-71.6,10.65
Maracanau,BR,Ceara,160088.0,,
Maracay,YV,Aragua,354196.0,,
Maragheh,IR,Azarbayian e Gharbt,117388.0,,
Mardan,PK,Pakistan,147977.0,,
Mardin,TR,Mardin,,,
Marghilon,UZB,Farghona,129000.0,,
Mariehamn,SF,Aland,9500.0,19.5,60.1
Mariestad,S,Skaraborg,24255.0,13.5,58.4
Marigot,SMAR,Saint Martin,5700.0,-63.1,18.1
Marilia,BR,Sao Paulo,177503.0,,
Maringa,BR,Parana,267878.0,,
Mariupol,UA,Donetska,520000.0,,
Markham,CDN,Ontario,153811.0,,
Maroua,CAM,Nord extreme,143000.0,,
Marrakech,MA,Morocco,745541.0,,
Marsa Matruh,ET,Matruh,,,
Marseille,F,Provence Cote dAzur,800550.0,5.2,43.2
Mary,TM,Mary,94900.0,,
Masan,ROK,South Korea,441358.0,,
Masaya,NIC,Nicaragua,100646.0,,
Maseru,LS,Lesotho,75000.0,27.5,-29.3
Mashhad,IR,Khorasan,1964489.0,59.4,36.2
Masjed e Soleyman,IR,Khuzestan,107539.0,,
Mata-Utu,WAFU,Wallis and Futuna,,-171.56,-13.57
Matadi,ZRE,Bas Zaire,172730.0,,
Matala,MOC,Maputo,337239.0,,
Matamoros,MEX,Tamaulipas,266055.0,,
Matanzas,C,Matanzas,123843.0,,
Mataro,E,Catalonia,102117.0,,
Matlock,GB,Derbyshire,,,
Matsue,J,Shimane,,,
Matsuyama,J,Ehime,,,
Maturin,YV,Monagas,206654.0,,
Maua,BR,Sao Paulo,344684.0,,
Maykop,R,Rep. of Adygeya,165000.0,,
Mazatlan,MEX,Sinaloa,262705.0,,
Mbabane,SD,Swaziland,,31.1,-25.0
Mbandaka,ZRE,Equateur,169841.0,,
Mbanza Congo,ANG,Zaire,,,
Mbeya,EAT,Mbeya,152844.0,,
Mbuji Mayi,ZRE,Kasai Oriental,806475.0,,
McAllen,USA,Texas,84021.0,,
Medan,RI,Indonesia,1730752.0,98.6833,3.58333
Medellin,CO,Antioquia,1621356.0,-75.6,6.21667
Meerut,IND,Uttar Pradesh,753778.0,,
Mehrshahr,IR,Tehran,413299.0,,
Meihekou,TJ,Jilin,209038.0,,
Meixian,TJ,Guangdong,132156.0,,
Mejicanos,ES,El Salvador,145000.0,,
Mekele,ETH,Ethiopia,119779.0,,
Meknes,MA,Morocco,530171.0,,
Melaka,MAL,Melaka,295999.0,,
Melbourne,AUS,Victoria,3081000.0,144.967,-37.8167
Melekeok,PAL,Palau,391.0,134.6,7.5
Memphis,USA,Tennessee,618652.0,-90.0,35.05
Mendoza,RA,Mendoza,773113.0,-69.0,-33.0
Menongue,ANG,Cuando Cubango,,,
Merida,E,Estremadura,,,
Merida,MEX,Yucatan,523422.0,-89.6333,20.9667
Merida,YV,Merida,170902.0,,
Mersin,TR,Icel,523000.0,,
Merthyr Tydfil,GB,Merthyr Tydfil,,,
Meru,EAK,Eastern,78100.0,,
Mesa,USA,Arizona,289199.0,,
Mesquite,USA,Texas,101484.0,,
Messina,I,Sicilia,274846.0,,
Metz,F,Lorraine,119594.0,6.2,49.1
Mexicali,MEX,Baja California,438377.0,-115.3,32.4
Mexico City,MEX,Distrito Federal,9815795.0,-99.2,19.4
Mezhdurechensk,R,Kemerovskaya oblast,105000.0,,
Miami,USA,Florida,358648.0,-80.1,25.4
Mianyang,TJ,Sichuan,262947.0,,
Miass,R,Chelyabinskaya oblast,167000.0,,
Michurinsk,R,Tambovskaya oblast,108000.0,,
Middelburg,NL,Zeeland,,,
Middlesbrough,GB,Cleveland,145800.0,,
Miercurea Ciuc,RO,Harghita,,,
Mikkeli,SF,Mikkeli,28000.0,27.2,61.4
Milan,I,Lombardia,1432184.0,9.28333,45.45
Milton Keynes,GB,Buckinghamshire,184400.0,,
Milwaukee,USA,Wisconsin,628088.0,-87.9,42.95
Minatitlan,MEX,Veracruz,142060.0,,
Minna,WAN,Nigeria,120000.0,,
Minneapolis,USA,Minnesota,368383.0,,
Minsk,BY,Belarus,1540000.0,27.55,53.9
Mirpur Khas,PK,Pakistan,124371.0,,
Mishan,TJ,Heilongjiang,132744.0,,
Miskolc,H,Miskolc (munic.),192000.0,,
Mississauga,CDN,Ontario,463388.0,,
Mito,J,Ibaraki,,,
Mitu,CO,Vaupes,,,
Mixco,GCA,Guatemala,209791.0,,
Miyazaki,J,Miyazaki,,,
Mkokotoni,EAT,Kaskazini Ujunga,,,
Mmabatho,RSA,North West,,,
Mobile,USA,Alabama,196263.0,-88.25,30.6833
Mocoa,CO,Putumayo,,,
Modena,I,Emilia Romagna,177501.0,,
Modesto,USA,California,164746.0,-121.0,37.65
Moers,D,Nordrhein Westfalen,107011.0,,
Mogadishu,SP,Somalia,,45.3,2.2
Moji das Cruzes,BR,Sao Paulo,314947.0,,
Moji Guacu,BR,Sao Paulo,114555.0,,
Mokpo,ROK,South Korea,247524.0,,
Mold,GB,Flintshire,,,
Molde,N,Moere og Romsdal,21448.0,7.1,62.5
